,Azimuth_Right,Azimuth_Left,AOM_Right,AOM_Left,Elevation_Right,Elevation_Left,Xaxis_Right,Xaxis_Left,Yaxis_Right,Yaxis_Left,Zaxis_Right,Zaxis_Left,Pupil_Diameter_Right,Pupil_Diameter_Left,mode_status
214.492,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
214.601,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
214.711,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
214.820,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
214.930,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
215.039,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
215.148,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
215.258,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
215.367,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
215.476,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
215.586,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
215.695,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
215.804,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
215.914,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
216.023,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
216.132,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
216.242,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
216.351,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
216.460,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
216.570,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
216.679,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
216.788,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
216.898,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
217.007,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
217.117,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
217.226,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
217.335,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
217.445,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
217.554,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
217.663,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
217.773,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
217.882,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
217.991,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
218.101,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
218.210,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
218.319,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
218.429,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
218.538,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
218.647,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
218.757,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
218.866,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
218.975,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
219.085,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
219.194,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
219.303,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
219.413,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
219.522,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
219.632,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
219.741,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
219.850,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
219.960,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
220.069,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
220.178,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
220.288,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
220.397,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
220.506,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
220.616,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
220.725,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
220.834,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
220.944,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
221.162,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
221.272,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
221.381,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
221.490,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
221.600,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
221.709,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
221.819,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
221.928,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
222.037,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
222.147,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
222.256,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
222.365,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
222.475,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
222.584,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
222.693,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
222.803,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
222.912,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
223.021,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
223.131,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
223.240,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
223.349,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
223.459,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
223.568,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
223.677,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
223.787,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
223.896,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
224.006,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
224.115,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
224.224,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
224.334,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
224.443,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
224.552,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
224.662,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
224.771,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
224.880,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
224.990,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
225.099,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
225.208,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
225.318,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
225.427,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
225.536,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
225.646,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
225.755,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
225.864,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
225.974,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
226.083,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
226.192,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
226.302,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
226.411,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
226.521,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
226.630,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
226.739,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
226.849,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
226.958,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
227.067,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
227.177,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
227.286,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
227.395,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
227.505,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
227.614,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
227.723,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
227.833,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
227.942,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
228.051,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
228.161,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
228.270,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
228.379,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
228.489,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
228.598,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
228.708,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
228.817,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
228.926,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
229.036,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
229.145,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
229.254,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
229.364,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
229.473,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
229.582,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
229.692,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
229.801,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
229.910,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
230.020,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
230.129,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
230.238,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
230.348,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
230.457,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
230.566,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
230.676,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
230.785,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
230.895,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
231.004,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
231.113,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
231.223,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
231.332,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
231.441,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
231.551,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
231.660,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
231.769,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
231.879,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
231.988,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
232.097,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
232.207,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
232.316,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
232.425,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
232.535,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
232.644,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
232.753,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
232.863,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
232.972,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
233.082,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
233.191,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
233.300,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
233.410,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
233.519,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
233.628,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
233.738,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
233.847,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
233.956,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
234.066,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
234.175,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
234.284,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
234.394,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
234.503,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
234.612,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
234.722,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
234.831,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
234.940,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
235.050,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
235.159,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
235.268,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
235.378,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
235.487,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
235.597,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
235.706,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
235.815,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
235.925,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
236.034,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
236.143,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
236.253,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
236.362,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
236.471,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
236.581,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
236.690,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
236.799,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
236.909,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
237.018,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
237.127,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
237.237,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
237.346,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
237.455,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
237.565,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
237.674,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
237.784,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
237.893,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
238.002,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
238.112,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
238.221,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
238.330,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
238.440,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
238.549,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
238.658,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
238.768,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
238.877,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
238.986,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
239.096,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
239.205,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
239.314,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
239.424,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
239.533,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
239.642,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
239.752,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
239.861,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
239.971,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
240.080,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
240.189,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
240.299,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
240.408,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
240.517,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
240.627,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
240.736,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
240.845,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
240.955,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
241.064,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
241.173,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
241.283,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
241.392,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
241.501,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
241.611,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
241.720,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
241.829,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
241.939,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
242.048,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
242.157,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
242.267,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
242.376,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
242.486,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
242.595,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
242.704,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
242.814,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
242.923,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
243.032,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
243.142,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
243.251,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
243.360,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
243.470,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
243.579,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
243.688,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
243.798,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
243.907,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
244.016,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
244.126,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
244.235,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
244.344,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
244.454,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
244.563,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
244.673,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
244.782,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
244.891,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
245.001,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
245.110,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
245.219,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
245.329,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
245.438,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
245.547,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
245.657,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
245.766,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
245.875,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
245.985,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
246.094,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
246.203,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
246.313,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
246.422,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
246.531,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
246.641,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
246.750,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
246.860,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
246.969,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
247.078,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
247.203,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
247.313,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
247.422,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
247.531,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
247.641,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
247.750,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
247.859,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
247.969,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
248.078,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
248.187,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
248.297,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
248.406,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
248.515,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
248.625,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
248.734,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
248.843,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
248.953,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
249.062,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
249.171,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
249.281,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
249.390,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
249.500,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
249.609,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
249.718,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
249.828,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
249.937,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
250.046,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
250.156,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
250.265,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
250.374,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
250.484,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
250.593,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
250.702,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
250.812,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
250.921,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
251.030,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
251.140,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
251.249,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
251.358,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
251.468,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
251.577,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
251.687,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
251.796,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
251.905,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
252.015,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
252.124,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
252.233,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
252.343,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0
